Date,Region,Property_Type,Bedrooms,Distance_to_CBD_km,Rent_Price
06/04/2024,auckland,house,4,7.8,659.04
02/03/2023,christchurch,aprtment,3,15.8,530.94
23/04/2023,Hamilton,HOUSE,2,13.4,751.36
14/11/2024,dunedin,Townhouse,3,0.5,590.42
21/01/2022,welling ton,apartment,1,2.9,675.38
21/02/2023,Christchurch,house,1,8.1,546.4
03/01/2024,Wellington,aprtment,2,0.5,597.96
27/09/2022,DUNEDIN,house,3,5.0,699.91
09/10/2023,auckland ,apartment,3,9.1,504.26
31/10/2022,Christchurch,house,2,4.4,708.6
27/02/2024,HAMILTON,aprtment,3,5.8,738.14
02/10/2022,CHRISTCHURCH,townhouse,3,1.6,827.35
01/05/2022,christchurch,house,3,4.9,743.85
20/03/2024,hamilton,apartment,1,2.2,429.08
11/08/2022,auckland ,town house,2,0.5,528.24
10/11/2022,Dunedin  ,apartment,2,4.7,697.49
30/11/2022,welling ton,Apartment,2,12.9,677.78
25/10/2022,hamilton,Apartment,2,3.7,484.55
01/04/2022,hamilton,aprtment,3,6.8,543.76
23/10/2023,hamilton,Townhouse,2,14.4,627.64
25/06/2022,Auckland,Apartment,2,7.0,723.15
07/10/2022,Wellington,town house,3,13.2,593.94
23/09/2023,Auckland,town house,2,0.5,612.52
30/07/2024,wellington,aprtment,3,6.9,670.82
09/08/2024,CHRISTCHURCH,Apartment,3,7.5,632.82
18/08/2024,christchurch,townhouse,4,16.0,619.47
23/01/2023,Christchurch,,3,2.2,726.94
15/12/2024,christchurch,townhouse,2,1.1,662.67
22/08/2024,HAMILTON,,2,6.7,649.05
16/04/2022,AUCKLAND,house,3,7.7,602.14
01/01/2023,AUCKLAND,Apartment,1,11.5,389.42
26/10/2024,HAMILTON,town house,2,4.0,588.17
01/11/2024,Christchurch,Apartment,3,4.8,664.79
25/04/2024,welling ton,Townhouse,1,4.9,661.51
08/12/2022,Auckland,aprtment,3,7.9,637.73
16/01/2024,HAMILTON,House,3,4.7,
13/02/2024,welling ton,townhouse,3,1.8,782.14
07/01/2024,christchurch,aprtment,3,0.5,515.6
13/10/2024,Wellington,town house,2,2.8,490.3
17/06/2022,auckland ,Apartment,2,4.6,516.11
31/07/2023,Hamilton,aprtment,4,5.7,778.94
28/05/2023,Hamilton,house,1,2.9,569.13
29/10/2023,WELLINGTON,Townhouse,1,8.8,472.12
17/03/2023,DUNEDIN,house,2,11.2,519.68
15/05/2022,hamilton,house,4,9.1,714.12
05/11/2024,welling ton,Townhouse,2,4.7,645.81
05/05/2022,Dunedin,HOUSE,2,15.7,764.7
20/10/2024,christchurch,,2,8.1,514.84
29/06/2024,wellington,Apartment,3,0.5,612.51
24/08/2023,auckland,HOUSE,4,6.5,728.77
10/08/2022,hamilton,HOUSE,4,4.3,855.26
27/11/2022,Hamilton,apartment,2,1.0,535.21
07/11/2022,wellington,Apartment,3,10.8,524.72
20/12/2023,CHRISTCHURCH,Townhouse,3,5.5,618.82
29/12/2024,CHRISTCHURCH,aprtment,2,12.5,467.78
15/11/2023,Christchurch,town house,2,3.5,527.98
19/09/2024,WELLINGTON,Townhouse,3,4.0,647.46
14/07/2022,Dunedin,house,3,11.5,561.13
07/03/2023,hamilton,House,1,8.2,739.75
18/07/2024,welling ton,townhouse,2,4.8,664.38
10/02/2023,dunedin,House,3,2.6,575.54
10/01/2023,christchurch,house,2,15.8,746.93
12/12/2023,Auckland,townhouse,2,9.7,667.38
17/07/2023,dunedin,House,2,13.5,760.96
02/03/2024,Auckland,apartment,2,18.0,478.15
19/10/2024,Christchurch,town house,2,2.3,574.67
16/08/2024,DUNEDIN,House,3,3.1,770.06
11/08/2022,hamilton,townhouse,2,7.1,607.92
04/05/2024,Auckland,town house,4,0.5,694.2
20/01/2024,auckland ,HOUSE,1,14.9,731.84
07/12/2022,Christchurch,town house,2,6.9,714.85
06/11/2024,WELLINGTON,Townhouse,2,9.6,486.43
16/09/2024,auckland ,Apartment,3,11.0,
27/04/2023,Christchurch,townhouse,4,8.8,612.61
29/08/2023,Hamilton,aprtment,3,0.5,576.92
14/07/2023,welling ton,house,1,13.2,463.58
06/07/2022,WELLINGTON,aprtment,2,5.6,482.08
28/01/2023,Auckland,House,2,7.4,623.12
20/03/2022,HAMILTON,Apartment,1,4.6,410.63
03/06/2024,hamilton,townhouse,3,11.9,772.6
18/07/2022,Dunedin,apartment,3,0.5,706.89
23/05/2023,Christchurch,town house,2,2.0,736.74
26/03/2024,CHRISTCHURCH,House,3,8.0,615.4
27/02/2024,CHRISTCHURCH,town house,2,5.2,486.43
02/07/2023,Auckland,house,1,3.6,694.15
12/09/2024,hamilton,townhouse,4,2.4,620.44
08/04/2024,Dunedin,Townhouse,2,4.2,665.46
09/04/2022,AUCKLAND,House,3,2.2,847.74
17/02/2024,auckland ,Apartment,2,0.5,420.53
01/04/2022,Dunedin,aprtment,3,9.3,599.89
23/05/2022,Dunedin,apartment,2,5.8,557.3
06/03/2024,HAMILTON,aprtment,3,8.1,584.93
11/09/2022,DUNEDIN,townhouse,1,6.5,558.73
25/05/2024,Christchurch,townhouse,2,11.7,698.79
02/02/2022,Dunedin,Apartment,2,0.5,506.46
28/01/2023,hamilton,house,3,1.0,688.49
15/01/2022,auckland ,townhouse,4,5.0,597.87
23/01/2022,hamilton,House,1,2.4,615.83
29/06/2024,christchurch,townhouse,1,12.7,631.3
15/04/2023,Hamilton,Townhouse,5,4.1,744.91
27/01/2023,AUCKLAND,aprtment,3,7.9,733.03
29/03/2023,Auckland,Apartment,2,12.1,478.35
17/11/2023,HAMILTON,house,2,9.5,526.1
18/01/2024,wellington,House,1,0.5,593.36
17/08/2023,christchurch,Apartment,2,4.6,487.51
11/03/2024,Wellington,aprtment,3,1.3,717.03
17/11/2024,christchurch,aprtment,5,7.0,661.72
11/04/2023,DUNEDIN,HOUSE,3,10.7,545.23
29/12/2023,Christchurch,HOUSE,1,1.0,568.06
16/12/2022,auckland,aprtment,3,5.5,670.08
19/06/2024,Dunedin,house,3,1.0,710.52
11/03/2024,welling ton,HOUSE,2,0.5,757.89
10/06/2022,AUCKLAND,House,1,11.4,575.7
02/12/2022,hamilton,aprtment,3,0.5,596.04
09/05/2023,Wellington,aprtment,4,17.2,778.92
17/11/2022,HAMILTON,townhouse,2,6.0,707.75
28/10/2024,Hamilton,Townhouse,3,5.1,650.52
28/02/2022,WELLINGTON,aprtment,2,7.5,645.8
27/07/2023,auckland,townhouse,2,14.4,657.79
16/11/2024,Auckland,,3,13.1,640.78
25/04/2023,auckland,apartment,4,13.0,519.4
18/05/2022,WELLINGTON,town house,3,3.9,732.64
30/08/2023,DUNEDIN,Townhouse,2,0.5,585.97
28/07/2023,HAMILTON,aprtment,1,3.3,436.63
16/09/2022,Hamilton,House,3,2.8,656.23
27/12/2023,dunedin,Townhouse,3,2.9,736.84
18/01/2024,Dunedin  ,townhouse,2,4.0,733.14
17/11/2023,Christchurch,House,3,0.5,918.56
28/04/2024,Dunedin  ,house,3,5.5,678.29
03/11/2023,CHRISTCHURCH,town house,4,12.1,805.51
12/02/2022,DUNEDIN,Apartment,3,6.3,609.81
20/11/2023,HAMILTON,townhouse,3,5.8,591.32
26/10/2022,wellington,Townhouse,3,0.5,579.94
01/08/2022,DUNEDIN,apartment,5,8.1,685.28
23/05/2023,welling ton,House,3,2.4,904.67
14/11/2022,christchurch,House,2,2.9,722.15
20/06/2023,Wellington,aprtment,3,4.7,600.5
12/06/2022,christchurch,Townhouse,2,7.0,571.79
17/02/2023,AUCKLAND,townhouse,1,4.7,600.53
01/02/2022,WELLINGTON,House,3,2.8,636.05
12/01/2023,christchurch,house,2,0.5,741.2
04/08/2024,christchurch,HOUSE,1,6.3,701.17
12/08/2022,WELLINGTON,apartment,3,4.5,
21/12/2022,dunedin,Apartment,2,2.6,724.36
22/01/2022,WELLINGTON,aprtment,4,10.4,792.64
10/12/2024,DUNEDIN,town house,2,9.2,569.04
16/07/2024,CHRISTCHURCH,Townhouse,3,7.4,629.89
15/08/2022,auckland,house,2,9.2,838.82
18/11/2023,welling ton,aprtment,3,4.4,565.18
23/06/2023,hamilton,HOUSE,2,4.8,539.91
29/01/2023,christchurch,town house,3,7.8,748.83
26/05/2023,Dunedin  ,Apartment,3,2.7,655.56
17/02/2023,dunedin,town house,1,8.7,514.5
07/09/2023,AUCKLAND,Apartment,2,7.5,633.7
18/09/2023,dunedin,townhouse,2,13.6,714.84
13/11/2023,Dunedin  ,house,2,2.7,795.35
30/01/2022,Wellington,House,1,7.1,655.26
16/09/2022,christchurch,House,3,8.7,596.8
22/08/2024,AUCKLAND,Townhouse,4,9.8,662.57
29/09/2023,Dunedin  ,aprtment,3,7.8,506.46
27/12/2022,CHRISTCHURCH,House,2,13.2,739.72
08/06/2022,Dunedin  ,townhouse,1,2.7,623.41
14/07/2023,christchurch,townhouse,2,0.5,703.36
28/10/2022,Dunedin  ,house,4,1.9,710.11
01/03/2023,WELLINGTON,Townhouse,3,0.8,563.53
14/01/2022,Hamilton,house,1,1.2,493.57
01/02/2022,Christchurch,HOUSE,1,11.5,793.26
22/12/2023,CHRISTCHURCH,House,3,2.1,590.39
02/11/2024,Wellington,HOUSE,2,21.2,711.7
02/02/2022,auckland ,house,2,11.0,687.58
04/07/2023,wellington,House,3,12.2,649.11
23/12/2022,Wellington,aprtment,4,3.3,550.73
15/10/2023,dunedin,Apartment,3,11.5,558.33
14/08/2024,AUCKLAND,Townhouse,3,6.5,609.22
19/01/2024,HAMILTON,HOUSE,4,6.9,661.79
01/05/2024,AUCKLAND,house,3,6.1,
04/10/2024,AUCKLAND,townhouse,4,7.1,728.79
23/07/2023,HAMILTON,Townhouse,4,14.8,803.39
17/06/2024,DUNEDIN,HOUSE,3,0.5,849.76
28/05/2024,HAMILTON,HOUSE,2,10.6,608.7
18/05/2022,christchurch,townhouse,3,8.9,705.06
18/09/2024,Dunedin,Apartment,3,8.7,724.19
07/06/2023,Dunedin,apartment,3,3.0,578.88
07/04/2024,auckland,townhouse,1,12.1,653.89
27/05/2023,christchurch,town house,3,6.3,
04/04/2023,hamilton,apartment,3,10.0,556.77
18/08/2024,auckland ,House,4,8.2,903.15
23/12/2024,AUCKLAND,aprtment,3,15.7,509.75
14/03/2022,DUNEDIN,town house,3,8.2,780.6
30/04/2022,Christchurch,townhouse,3,4.8,578.98
08/04/2024,hamilton,apartment,2,4.1,669.5
29/10/2023,christchurch,town house,4,8.8,735.05
16/05/2022,HAMILTON,townhouse,3,1.0,549.22
11/08/2023,Dunedin,apartment,3,3.2,488.92
11/08/2022,christchurch,apartment,1,7.7,462.14
20/12/2023,AUCKLAND,HOUSE,2,12.4,598.15
09/05/2023,auckland,townhouse,2,5.9,576.0
05/09/2024,CHRISTCHURCH,HOUSE,1,5.3,758.42
04/03/2023,CHRISTCHURCH,house,3,15.5,566.25
29/10/2023,AUCKLAND,HOUSE,5,10.2,941.44
01/11/2023,Hamilton,aprtment,2,2.5,451.37
16/09/2022,auckland,Apartment,4,4.9,565.66
29/12/2024,dunedin,Townhouse,2,4.7,563.73
27/07/2024,hamilton,Townhouse,3,11.6,588.28
02/03/2023,Wellington,Townhouse,1,10.4,653.92
28/05/2023,Wellington,Apartment,5,6.0,853.41
18/07/2024,hamilton,House,2,10.7,763.2
07/09/2023,hamilton,aprtment,4,8.2,728.42
08/01/2024,christchurch,Townhouse,2,4.9,544.66
28/07/2024,Dunedin,town house,4,0.5,823.63
30/06/2023,Dunedin,Townhouse,2,9.1,
10/02/2022,christchurch,HOUSE,3,2.2,714.07
30/08/2023,Auckland,townhouse,2,5.4,708.45
16/04/2023,dunedin,Apartment,1,5.4,386.43
24/03/2023,auckland,Townhouse,2,5.1,613.23
10/05/2024,auckland,HOUSE,2,11.7,505.63
05/06/2023,DUNEDIN,townhouse,1,9.3,555.59
06/04/2023,Wellington,aprtment,4,2.1,821.57
10/12/2024,DUNEDIN,Apartment,1,5.0,456.17
09/01/2022,hamilton,house,2,4.8,762.04
07/07/2022,AUCKLAND,town house,4,8.6,732.16
02/12/2024,CHRISTCHURCH,town house,2,6.6,535.95
02/09/2024,christchurch,aprtment,2,4.9,492.91
11/05/2023,Auckland,apartment,2,11.6,637.35
21/10/2023,christchurch,HOUSE,3,5.9,865.03
12/04/2023,Wellington,Townhouse,3,3.2,755.75
06/01/2023,christchurch,house,2,6.2,542.96
18/06/2023,Auckland,town house,3,9.9,588.68
16/03/2023,WELLINGTON,townhouse,2,10.1,467.8
18/04/2024,AUCKLAND,house,4,5.3,634.64
26/03/2023,HAMILTON,house,2,10.8,610.89
15/07/2023,auckland ,aprtment,3,4.9,749.75
13/02/2024,WELLINGTON,Townhouse,2,0.5,615.08
23/03/2024,auckland ,aprtment,2,12.2,529.64
20/01/2024,Dunedin,townhouse,3,15.7,
07/01/2024,wellington,townhouse,4,10.6,636.9
18/11/2024,dunedin,Townhouse,3,9.3,760.54
24/12/2023,Dunedin,apartment,3,9.1,586.08
27/05/2024,HAMILTON,town house,3,10.2,767.14
29/04/2022,CHRISTCHURCH,town house,2,14.7,710.01
06/11/2023,welling ton,aprtment,3,3.2,736.45
06/10/2023,Wellington,apartment,3,7.0,565.98
01/05/2022,auckland ,Townhouse,2,4.9,775.85
17/09/2023,Dunedin  ,house,2,15.2,593.38
15/01/2022,AUCKLAND,house,3,9.7,781.3
22/08/2023,christchurch,Townhouse,1,4.1,484.96
10/09/2024,Hamilton,townhouse,3,4.6,597.74
29/05/2022,christchurch,HOUSE,3,7.0,596.6
26/12/2022,Auckland,town house,2,2.5,519.85
22/09/2023,hamilton,House,3,8.9,732.39
29/08/2024,auckland,house,2,4.1,816.96
15/03/2024,dunedin,town house,3,4.6,659.38
14/08/2023,AUCKLAND,House,3,3.1,787.75
15/08/2023,Auckland,Townhouse,4,2.5,680.49
26/02/2023,christchurch,Apartment,2,7.8,589.34
17/08/2023,dunedin,house,4,7.1,842.13
30/04/2024,wellington,house,3,5.2,830.02
07/02/2023,dunedin,apartment,3,6.9,682.68
11/12/2022,Hamilton,apartment,2,12.3,594.46
18/07/2023,Dunedin  ,Apartment,2,9.2,612.94
25/12/2022,wellington,house,3,0.5,789.14
08/03/2024,wellington,aprtment,3,7.2,568.49
03/07/2023,dunedin,house,1,6.3,456.84
19/09/2022,hamilton,House,2,10.9,615.28
13/08/2024,auckland,Townhouse,3,11.6,649.74
20/06/2022,Dunedin,Apartment,2,8.1,516.96
07/01/2023,hamilton,aprtment,3,11.8,541.74
30/07/2024,christchurch,apartment,3,11.5,515.21
07/01/2024,auckland ,town house,3,5.4,712.44
09/03/2024,CHRISTCHURCH,aprtment,3,6.9,546.87
21/01/2022,christchurch,aprtment,2,8.2,582.54
22/10/2022,auckland ,Townhouse,1,0.7,673.71
24/11/2022,dunedin,town house,3,6.6,761.14
30/07/2023,hamilton,Townhouse,2,5.3,711.03
11/08/2022,DUNEDIN,Townhouse,1,8.6,517.86
05/05/2022,Christchurch,,2,9.8,515.52
04/07/2023,christchurch,HOUSE,2,3.6,735.4
19/11/2024,AUCKLAND,townhouse,2,7.2,496.1
12/11/2022,auckland ,aprtment,4,8.3,532.43
23/06/2023,hamilton,aprtment,3,3.3,543.78
10/12/2023,christchurch,apartment,2,8.4,482.26
01/12/2023,DUNEDIN,Townhouse,3,3.2,526.04
12/04/2023,hamilton,Townhouse,3,7.3,725.22
03/07/2024,auckland ,apartment,2,3.6,647.6
11/10/2023,wellington,house,5,13.4,965.79
27/11/2024,DUNEDIN,Townhouse,5,1.7,748.0
13/06/2024,Hamilton,House,3,0.5,671.21
30/10/2024,auckland,townhouse,1,0.9,730.09
10/12/2022,Auckland,house,3,0.5,892.37
22/11/2024,Hamilton,HOUSE,4,12.0,711.62
10/07/2023,auckland ,town house,1,6.6,455.58
02/01/2024,auckland,HOUSE,3,6.9,812.67
16/02/2022,Wellington,aprtment,3,1.1,587.67
26/09/2022,Wellington,Townhouse,3,7.2,560.66
14/02/2022,hamilton,apartment,3,6.4,549.76
28/07/2022,Dunedin,Townhouse,4,3.4,607.35
18/03/2024,christchurch,HOUSE,2,1.9,822.64
27/09/2022,Dunedin,House,2,3.7,745.38
22/03/2023,Hamilton,Townhouse,2,13.3,775.56
04/03/2024,dunedin,HOUSE,3,12.5,723.08
08/03/2024,wellington,house,2,6.5,754.11
30/10/2024,auckland ,House,2,9.1,574.42
21/01/2024,hamilton,Townhouse,2,9.5,578.65
02/11/2024,christchurch,aprtment,1,2.3,489.13
24/08/2024,dunedin,apartment,3,0.5,635.66
15/02/2023,hamilton,apartment,2,4.0,565.67
10/09/2024,DUNEDIN,townhouse,4,5.9,683.62
31/01/2023,Dunedin  ,townhouse,1,11.5,699.35
18/06/2022,Dunedin  ,House,3,4.9,841.49
27/11/2022,AUCKLAND,Apartment,2,10.6,604.73
26/01/2023,Auckland,Apartment,3,3.3,628.06
13/05/2023,wellington,Townhouse,5,11.7,828.4
15/05/2023,DUNEDIN,town house,4,10.2,648.27
11/10/2024,christchurch,HOUSE,4,0.5,841.39
03/09/2023,WELLINGTON,house,2,3.5,575.11
05/07/2023,dunedin,Apartment,3,2.9,696.38
13/07/2022,WELLINGTON,HOUSE,1,10.0,467.93
11/08/2023,christchurch,aprtment,2,12.7,609.32
24/03/2023,welling ton,,1,1.4,766.58
05/04/2024,auckland,house,2,8.7,553.56
19/08/2024,auckland ,HOUSE,2,0.6,556.05
23/03/2024,welling ton,house,3,6.9,739.23
26/07/2022,AUCKLAND,House,3,0.5,835.75
16/01/2022,AUCKLAND,town house,2,10.5,664.25
23/02/2024,dunedin,apartment,3,9.0,599.36
07/03/2022,wellington,Townhouse,4,1.2,733.33
14/10/2023,Hamilton,apartment,3,10.5,515.34
17/10/2023,HAMILTON,Apartment,3,7.5,576.83
26/12/2023,CHRISTCHURCH,apartment,3,12.9,523.48
08/05/2024,auckland,aprtment,3,10.4,543.07
27/06/2023,Hamilton,apartment,1,8.6,568.2
10/06/2024,christchurch,townhouse,2,0.5,740.25
20/07/2024,Auckland,town house,1,1.3,506.8
23/08/2024,christchurch,HOUSE,3,9.7,671.05
09/10/2022,auckland ,townhouse,4,6.2,824.74
01/04/2024,Auckland,House,2,2.5,544.4
29/02/2024,hamilton,Apartment,2,0.5,550.94
19/05/2022,christchurch,HOUSE,1,6.8,704.83
22/01/2023,WELLINGTON,House,3,0.5,814.31
14/10/2024,Christchurch,House,2,3.6,602.92
10/05/2023,auckland ,HOUSE,1,10.9,548.79
18/11/2024,christchurch,apartment,2,8.3,643.26
28/01/2024,auckland ,HOUSE,3,7.1,644.76
10/12/2024,Christchurch,house,2,0.5,709.13
26/11/2024,hamilton,Townhouse,2,0.5,781.0
19/04/2024,HAMILTON,Apartment,1,12.0,471.28
12/08/2023,Hamilton,townhouse,2,12.1,461.06
11/05/2023,CHRISTCHURCH,Townhouse,2,1.9,497.88
09/07/2024,Dunedin  ,Townhouse,4,2.1,781.59
19/08/2023,christchurch,Townhouse,3,4.8,627.63
13/03/2022,DUNEDIN,apartment,1,2.2,437.91
25/07/2022,AUCKLAND,Townhouse,4,10.7,863.48
09/10/2024,christchurch,aprtment,2,7.5,501.91
10/07/2024,hamilton,aprtment,3,3.4,613.36
09/02/2024,AUCKLAND,house,2,5.9,795.8
09/06/2023,Christchurch,aprtment,1,5.6,497.09
29/05/2023,Dunedin,townhouse,3,0.5,773.1
27/02/2022,CHRISTCHURCH,town house,2,4.5,654.03
14/07/2023,HAMILTON,town house,2,9.0,722.6
15/07/2024,auckland ,apartment,3,1.4,711.23
19/08/2024,Auckland,apartment,1,3.3,
28/10/2023,auckland,townhouse,2,4.2,625.8
20/03/2022,wellington,townhouse,3,6.4,573.79
16/02/2024,Wellington,house,3,19.5,793.99
19/03/2022,hamilton,town house,1,12.0,547.3
03/11/2022,CHRISTCHURCH,house,2,1.7,570.07
26/11/2024,christchurch,Townhouse,2,7.2,724.51
05/11/2023,Hamilton,apartment,3,7.7,757.9
22/04/2023,Hamilton,apartment,3,0.5,730.63
29/05/2023,hamilton,Apartment,2,7.8,662.57
26/02/2024,WELLINGTON,aprtment,2,7.9,545.45
08/11/2022,christchurch,house,3,19.5,831.36
13/11/2024,auckland,HOUSE,1,14.1,542.79
02/08/2024,HAMILTON,townhouse,2,6.2,501.47
19/01/2022,CHRISTCHURCH,town house,1,4.6,
11/02/2024,hamilton,town house,2,9.4,621.73
05/02/2022,CHRISTCHURCH,Townhouse,2,6.5,517.71
07/06/2023,HAMILTON,apartment,2,4.8,552.54
14/05/2023,wellington,Apartment,2,2.2,492.29
10/06/2022,dunedin,House,3,11.6,799.12
04/04/2024,WELLINGTON,apartment,1,8.4,639.07
05/02/2022,dunedin,Townhouse,3,2.3,646.72
17/02/2024,Dunedin  ,House,2,8.7,751.5
02/02/2024,dunedin,townhouse,1,1.9,614.74
29/12/2023,auckland,HOUSE,3,5.8,721.3
30/08/2024,Dunedin,HOUSE,3,1.0,826.47
13/04/2022,Dunedin  ,townhouse,3,11.4,633.79
17/02/2024,Wellington,apartment,3,14.7,543.71
10/04/2022,Wellington,HOUSE,2,11.7,609.48
24/03/2024,Dunedin  ,apartment,3,8.2,727.92
19/06/2022,christchurch,apartment,2,7.3,475.98
02/07/2023,hamilton,house,1,0.5,500.22
25/04/2023,Christchurch,aprtment,2,10.2,499.23
06/05/2023,DUNEDIN,townhouse,2,5.6,537.26
26/04/2024,Hamilton,Townhouse,3,3.0,618.7
12/02/2023,Wellington,HOUSE,3,6.6,874.23
27/12/2022,AUCKLAND,HOUSE,3,2.0,838.72
25/08/2023,christchurch,aprtment,3,0.5,615.27
20/07/2024,CHRISTCHURCH,Apartment,1,2.7,559.48
28/03/2022,DUNEDIN,House,2,4.8,521.12
02/12/2023,christchurch,apartment,3,4.5,657.79
07/06/2024,WELLINGTON,HOUSE,2,10.7,788.14
17/10/2022,Auckland,aprtment,3,6.3,482.32
24/06/2022,hamilton,House,1,7.1,489.77
19/02/2023,hamilton,townhouse,1,2.7,479.29
05/02/2022,HAMILTON,HOUSE,4,3.1,722.36
30/11/2022,CHRISTCHURCH,town house,2,9.5,528.11
12/01/2023,HAMILTON,Townhouse,2,0.5,791.85
17/07/2023,DUNEDIN,HOUSE,2,11.1,538.37
23/03/2022,Dunedin,town house,2,6.7,629.73
28/08/2024,welling ton,town house,3,9.3,631.33
25/08/2024,wellington,aprtment,3,5.0,594.36
29/10/2024,auckland ,Apartment,2,9.7,489.46
13/12/2022,CHRISTCHURCH,house,2,9.9,456.08
14/01/2023,AUCKLAND,House,2,11.2,543.82
08/07/2023,AUCKLAND,Townhouse,2,0.5,519.93
16/12/2023,christchurch,house,3,2.7,686.2
11/04/2023,DUNEDIN,apartment,3,7.6,535.56
13/06/2023,dunedin,house,2,5.1,757.74
04/04/2023,hamilton,HOUSE,3,3.2,685.22
29/04/2024,hamilton,HOUSE,4,12.2,721.56
16/04/2023,hamilton,town house,3,1.5,757.46
14/08/2023,christchurch,townhouse,4,4.2,761.33
02/05/2023,auckland,house,1,12.6,717.47
11/01/2024,dunedin,town house,3,6.6,796.45
04/09/2023,auckland ,aprtment,2,6.2,549.06
04/03/2022,Dunedin  ,house,3,19.4,808.82
12/05/2023,Wellington,aprtment,3,1.0,606.11
14/01/2024,AUCKLAND,townhouse,2,7.8,
13/07/2024,Dunedin,Apartment,1,9.4,568.92
17/04/2024,Dunedin,Townhouse,4,12.1,680.28
07/07/2024,HAMILTON,Apartment,2,12.9,465.35
11/05/2022,christchurch,aprtment,2,10.4,628.56
07/07/2023,Wellington,apartment,2,8.9,618.34
17/09/2023,AUCKLAND,House,4,3.4,632.93
30/10/2024,hamilton,Townhouse,3,10.4,631.2
28/10/2024,welling ton,House,2,2.7,529.71
23/11/2023,welling ton,,1,13.2,514.16
06/04/2022,wellington,House,3,3.4,701.19
14/11/2024,Dunedin,Townhouse,2,2.4,703.75
12/08/2023,welling ton,HOUSE,1,6.2,659.62
18/03/2022,Hamilton,Townhouse,3,1.1,693.64
20/03/2024,auckland ,Townhouse,1,6.1,413.4
14/11/2023,auckland ,townhouse,3,6.4,628.97
13/07/2022,WELLINGTON,apartment,2,4.6,568.16
10/01/2022,DUNEDIN,town house,2,15.5,677.6
21/11/2023,AUCKLAND,townhouse,2,14.9,516.35
21/09/2023,CHRISTCHURCH,Apartment,2,10.4,560.77
13/08/2024,HAMILTON,House,2,2.9,535.8
08/04/2023,CHRISTCHURCH,Apartment,3,22.2,684.55
15/11/2024,CHRISTCHURCH,apartment,2,9.4,699.75
27/09/2022,hamilton,townhouse,2,9.7,713.06
11/01/2022,wellington,apartment,3,5.7,655.56
30/05/2023,christchurch,town house,2,15.3,549.05
15/07/2023,christchurch,townhouse,4,13.6,2263.826704124751
01/11/2023,wellington,house,3,8.8,594.37
12/02/2024,DUNEDIN,Apartment,1,10.6,543.33
08/07/2024,Dunedin  ,,3,1.6,579.76
18/11/2022,hamilton,town house,2,0.5,775.08
29/06/2022,hamilton,Townhouse,1,8.0,472.44
25/11/2022,WELLINGTON,townhouse,2,9.3,490.37
25/12/2022,christchurch,house,4,10.9,661.86
03/11/2024,DUNEDIN,apartment,3,9.0,549.79
14/11/2023,hamilton,House,2,11.3,782.7
29/12/2024,dunedin,house,3,10.1,562.24
22/07/2024,christchurch,townhouse,2,20.0,678.08
22/04/2023,HAMILTON,Townhouse,3,16.9,755.24
12/10/2022,dunedin,aprtment,1,1.5,497.16
11/08/2024,Auckland,HOUSE,2,10.9,576.7
28/10/2023,AUCKLAND,Apartment,1,2.4,428.57
04/01/2023,hamilton,Townhouse,1,12.2,438.26
13/05/2024,Christchurch,House,3,5.7,633.66
04/09/2024,Hamilton,town house,3,10.4,549.15
10/02/2022,welling ton,town house,3,9.1,806.6
06/06/2024,DUNEDIN,Apartment,2,0.6,585.45
03/09/2023,Dunedin  ,town house,3,4.0,624.48
30/09/2023,Wellington,Apartment,3,0.5,615.96
12/03/2023,welling ton,aprtment,3,12.2,497.3
23/04/2024,Auckland,Apartment,2,10.3,630.8
13/01/2023,CHRISTCHURCH,house,3,4.5,635.02
17/02/2024,WELLINGTON,HOUSE,3,6.3,612.61
17/01/2023,hamilton,aprtment,3,0.5,553.33
16/08/2023,wellington,house,2,14.3,793.48
27/05/2023,auckland ,HOUSE,3,0.5,910.72
18/02/2022,Hamilton,House,4,1.2,666.53
12/04/2024,AUCKLAND,townhouse,1,0.6,549.35
23/10/2023,auckland,Apartment,2,10.6,529.03
06/06/2024,Dunedin  ,aprtment,3,6.9,562.39
29/12/2024,auckland,House,3,5.9,729.08
28/03/2024,Dunedin,town house,3,10.5,761.63
08/02/2023,Christchurch,house,3,7.7,738.77
24/12/2023,Hamilton,house,2,0.5,704.13
20/07/2024,hamilton,townhouse,2,9.1,548.92
20/09/2023,DUNEDIN,aprtment,2,4.0,
08/10/2022,Hamilton,HOUSE,2,7.7,657.2
20/10/2023,dunedin,aprtment,4,16.5,698.5
24/09/2022,Dunedin,Townhouse,4,6.8,849.03
29/09/2022,WELLINGTON,house,3,6.6,741.7
15/01/2024,Dunedin,town house,3,6.3,585.51
30/08/2024,christchurch,HOUSE,3,0.5,700.73
20/04/2022,wellington,house,5,0.5,739.51
16/10/2022,auckland,HOUSE,4,0.5,777.42
09/12/2024,hamilton,townhouse,4,14.3,755.58
26/03/2022,dunedin,Townhouse,5,6.4,745.37
25/10/2022,Wellington,HOUSE,3,8.8,755.48
12/06/2023,HAMILTON,Apartment,2,4.5,497.3
24/07/2023,hamilton,aprtment,2,12.3,511.32
02/09/2022,wellington,aprtment,2,2.8,458.73
06/10/2024,Dunedin,House,2,0.5,567.62
13/02/2022,wellington,apartment,3,2.4,678.81
02/09/2022,Dunedin  ,town house,4,10.7,861.56
